id,name,description,price,special_price,RAM,Storage,Processor,Primary_Image,question,answer,discount_percentage
308,Laptop Lenovo LOQ 15ARP9 83JC007JVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",24490000,22490000,24GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Up to two drives, 2x M.2 SSD • M.2 2242 SSD up to 1TB)","AMD Ryzen 5 7235HS (4C / 8T, 3.2 / 4.2GHz, 2MB L2 / 8MB L3)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/e/demo_latop_-_t_th_ng_tin_1__1_3.png,cho mình hỏi mình ở Hà Nội nhưng muốn mua máy này thì shop có gửi hàng từ cơ sở khác về cho mình được không ạ,"Dạ LAPTOP LENOVO LOQ 15ARP9 83JC007JVN R5-7235HS/24GB/512GB PCIE/VGA 6GB RTX3050/15.6FHD 144HZ/WIN11/XÁM giá khuyến mãi hiện tại 22.490.000

Bên em có hỗ trợ giao hàng cho mình ạ . Thời gian giao hàng dự kiến 3-5 ngày ( không tính ngày đặt đơn hàng ) ạ . Nếu mình đặt hàng vui lòng cho em xin địa chỉ cụ thể. Để em có thể giao hàng đến cho mình ạ.

Mong nhận được phản hồi từ mình ạ.",8.17
309,Laptop Lenovo LOQ 15ARP9 83JC007JVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",24490000,22490000,24GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Up to two drives, 2x M.2 SSD • M.2 2242 SSD up to 1TB)","AMD Ryzen 5 7235HS (4C / 8T, 3.2 / 4.2GHz, 2MB L2 / 8MB L3)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/e/demo_latop_-_t_th_ng_tin_1__1_3.png,máy có sẵn tại đà nẵng không ạ?,,8.17
310,Laptop Lenovo LOQ 15ARP9 83JC007JVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",24490000,22490000,24GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Up to two drives, 2x M.2 SSD • M.2 2242 SSD up to 1TB)","AMD Ryzen 5 7235HS (4C / 8T, 3.2 / 4.2GHz, 2MB L2 / 8MB L3)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/d/e/demo_latop_-_t_th_ng_tin_1__1_3.png,No question provided,,8.17
311,Laptop Lenovo LOQ 15IAX9 83GS000RVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",26990000,25990000,16GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe trống nâng cấp 1 TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:0:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_43__4.png,Cổng type trên mới có chuyền dữ liệu vào USD được không ạ,"Dạ em nhận tin báo kỹ thuật cửa hàng kiểm tra hỗ trợ anh ạ.

Thân mến.",3.71
312,Laptop Lenovo LOQ 15IAX9 83GS000RVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",26990000,25990000,16GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe trống nâng cấp 1 TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:0:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_43__4.png,Cần Thơ còn hàng hong ạ?,,3.71
313,Laptop Lenovo LOQ 15IAX9 83GS000RVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",26990000,25990000,16GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe trống nâng cấp 1 TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:0:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_43__4.png,No question provided,,3.71
314,Laptop Lenovo LOQ 15IAX9 83GS000RVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",26990000,25990000,16GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe trống nâng cấp 1 TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:0:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_43__4.png,No question provided,,3.71
315,Laptop Lenovo LOQ 15IAX9 83GS000RVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",26990000,25990000,16GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe trống nâng cấp 1 TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:0:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_43__4.png,No question provided,,3.71
316,Laptop Lenovo LOQ 15IAX9 83GS001QVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",26990000,24990000,12GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp tối đa 1TB)","Intel Core i5-12450HX, 8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_45__3_13.png,Mẫu 15IAx9 còn ở khu vực hcm vs bình dương k ạ,"Dạ hiện tại sản phẩm này CellphoneS đang tạm hết hàng rồi ạ. Mình thông cảm tham khảo mẫu sản phẩm khác giúp em ạ
https://cellphones.com.vn/laptop-lenovo-loq-15arp9-83jc007jvn.html
https://cellphones.com.vn/laptop-lenovo-loq-15arp9-83jc007hvn.html
Dạ em gửi mình link tham khảo thêm ạ , mình nhớ chọn khu vực của mình hiện tại của mình để đúng ưu đãi nhé ạ
Thân mến !",7.41
317,Laptop Lenovo LOQ 15IAX9 83GS001QVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",26990000,24990000,12GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp tối đa 1TB)","Intel Core i5-12450HX, 8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_45__3_13.png,bình thạng còn máy không ạ?,"Dạ em rất tiếc sản phẩm này đang tạm hết hàng rồi ạ. Mình tham khảo sang sản phẩm khác gúp em tại đây ạ:
https://cellphones.com.vn/laptop/lenovo/loq.html?stock_available_id=46
Thân mến.

khi nào hàng về tiếp ạ
CellphoneS xin chào anh Trọng,

Hiện chưa có thông tin cụ thể ạ, mình đợi thêm anh nhé.
Thân mến!",7.41
318,Laptop Lenovo LOQ 15IAX9 83GS001QVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",26990000,24990000,12GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp tối đa 1TB)","Intel Core i5-12450HX, 8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_45__3_13.png,No question provided,,7.41
319,Laptop Lenovo LOQ 15IAX9 83GS001QVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",26990000,24990000,12GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp tối đa 1TB)","Intel Core i5-12450HX, 8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_45__3_13.png,No question provided,,7.41
320,Laptop Lenovo LOQ 15IAX9 83GS001QVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",26990000,24990000,12GB,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp tối đa 1TB)","Intel Core i5-12450HX, 8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_45__3_13.png,No question provided,,7.41
321,Laptop Lenovo LOQ 15IAX9 83GS001RVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",23990000,20990000,12GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_1__4_39.png,No question provided,No answer available,12.51
322,Laptop Lenovo LOQ 15IAX9 83GS001RVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",23990000,20990000,12GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_1__4_39.png,No question provided,No answer available,12.51
323,Laptop Lenovo LOQ 15IAX9 83GS001RVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",23990000,20990000,12GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_1__4_39.png,No question provided,,12.51
324,Laptop Lenovo LOQ 15IAX9 83GS001RVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",23990000,20990000,12GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_1__4_39.png,No question provided,,12.51
325,Laptop Lenovo LOQ 15IAX9 83GS001RVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",23990000,20990000,12GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_1__4_39.png,No question provided,,12.51
326,Laptop Lenovo LOQ 15IAX9 83GS001RVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",23990000,20990000,12GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_1__4_39.png,"Thái Nguyên Nha Trang còn hàng kh ạ mình muốn trả góp thì trả trước bao nhiêu, giá trả góp có giống giá trên web k ạ","Dạ sản phẩm tại website là bảng tính tham khảo ạ
LAPTOP LENOVO LOQ 15IAX9 83GS001RVN I5-12450HX/12GB/512GB PCIE/VGA 6GB RTX3050/15.6 FHD 144HZ/WIN11/XÁM giá hiện tại giảm còn 20.990.000đ (giá tại miền nam) ạ
Hiện CellphoneS đang có trả góp qua thẻ tín dụng không thu phí chuyển đổi với ngân hàng liên kết trực tiếp và lãi suất 0% kỳ hạn 3-6 tháng tại chi nhánh CellphoneS",12.51
327,Laptop Lenovo LOQ 15IAX9 83GS001RVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",23990000,20990000,12GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_1__4_39.png,No question provided,,12.51
328,Laptop Lenovo LOQ 15IAX9 83GS001RVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",23990000,20990000,12GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_1__4_39.png,No question provided,,12.51
329,Laptop Lenovo LOQ 15IAX9 83GS001RVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",23990000,20990000,12GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_1__4_39.png,No question provided,,12.51
330,Laptop Lenovo LOQ 15IAX9 83GS001RVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",23990000,20990000,12GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_1__4_39.png,No question provided,,12.51
331,Laptop Lenovo LOQ 15IAX9 83GS001RVN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",23990000,20990000,12GB,512 GB SSD M.2 2242 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),"Intel Core i5-12450HX (8 lõi (4P + 4E) / 12 luồng, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_15__7_14.png,No question provided,No answer available,12.51
332,Laptop Lenovo LOQ 15IAX9 83GS001SVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",20990000,18990000,12GB,512GB SSD M.2 2242 PCIe,"Intel Core i5-12450HX (8C/ 12T, up to 4.40GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-03-15t210025.446.png,"Dạ cho em hỏi ở khu vực TP Thanh Hóa còn hàng không ạ, em muốn mua trực tiếp ạ","LAPTOP LENOVO LOQ 15IAX9 83GS001SVN I5-12450HX/12GB/512GB PCIE/VGA 4GB RTX2050/15.6 FHD 144HZ/WIN11/XÁM giá hiện tại 18.990.000đ , còn hàng ở chi nhánh 262 Trần Phú, P. Lam Sơn, Thành phố Thanh Hóa ạ
Anh có dùng sđt *****686 không ạ và khi nào mình tiện đến cửa hàng, em hỗ trợ mình giữ hàng tại shop trong 24h
Thân mến

Ngày 17/11 em tiện qua cửa hàng ạ
CellphoneS xin chào anh Tùng ,

Dạ chương trình ưu đãi có thể thay đổi và sản phẩm tại chi nhánh còn số lượng ít ạ mình có thể nhắn lại tại đây trước 1 ngày để bên em hỗ trợ kiểm tra giúp mình ạ

Xin thông tin đến mình ạ.",9.53
333,Laptop Lenovo LOQ 15IAX9 83GS001SVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",20990000,18990000,12GB,512GB SSD M.2 2242 PCIe,"Intel Core i5-12450HX (8C/ 12T, up to 4.40GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-03-15t210025.446.png,Cho em xin giá dịch vụ nâng cấp ram ạ,,9.53
334,Laptop Lenovo LOQ 15IAX9 83GS001SVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",20990000,18990000,12GB,512GB SSD M.2 2242 PCIe,"Intel Core i5-12450HX (8C/ 12T, up to 4.40GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-03-15t210025.446.png,No question provided,,9.53
335,Laptop Lenovo LOQ 15IAX9 83GS001SVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",20990000,18990000,12GB,512GB SSD M.2 2242 PCIe,"Intel Core i5-12450HX (8C/ 12T, up to 4.40GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-03-15t210025.446.png,No question provided,,9.53
336,Laptop Lenovo LOQ 15IAX9 83GS001SVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",20990000,18990000,12GB,512GB SSD M.2 2242 PCIe,"Intel Core i5-12450HX (8C/ 12T, up to 4.40GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-03-15t210025.446.png,No question provided,,9.53
337,Laptop Lenovo LOQ 15IAX9 83GS001SVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",20990000,18990000,12GB,512GB SSD M.2 2242 PCIe,"Intel Core i5-12450HX (8C/ 12T, up to 4.40GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-03-15t210025.446.png,"Dạ cho em hỏi ở khu vực TP Thanh Hóa còn hàng không ạ, em muốn mua trực tiếp ạ","LAPTOP LENOVO LOQ 15IAX9 83GS001SVN I5-12450HX/12GB/512GB PCIE/VGA 4GB RTX2050/15.6 FHD 144HZ/WIN11/XÁM giá hiện tại 18.990.000đ , còn hàng ở chi nhánh 262 Trần Phú, P. Lam Sơn, Thành phố Thanh Hóa ạ
Anh có dùng sđt *****686 không ạ và khi nào mình tiện đến cửa hàng, em hỗ trợ mình giữ hàng tại shop trong 24h
Thân mến

Ngày 17/11 em tiện qua cửa hàng ạ
CellphoneS xin chào anh Tùng ,

Dạ chương trình ưu đãi có thể thay đổi và sản phẩm tại chi nhánh còn số lượng ít ạ mình có thể nhắn lại tại đây trước 1 ngày để bên em hỗ trợ kiểm tra giúp mình ạ

Xin thông tin đến mình ạ.",9.53
338,Laptop Lenovo LOQ 15IAX9 83GS001SVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",20990000,18990000,12GB,512GB SSD M.2 2242 PCIe,"Intel Core i5-12450HX (8C/ 12T, up to 4.40GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-03-15t210025.446.png,Cho em xin giá dịch vụ nâng cấp ram ạ,,9.53
339,Laptop Lenovo LOQ 15IAX9 83GS001SVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",20990000,18990000,12GB,512GB SSD M.2 2242 PCIe,"Intel Core i5-12450HX (8C/ 12T, up to 4.40GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-03-15t210025.446.png,No question provided,,9.53
340,Laptop Lenovo LOQ 15IAX9 83GS001SVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",20990000,18990000,12GB,512GB SSD M.2 2242 PCIe,"Intel Core i5-12450HX (8C/ 12T, up to 4.40GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-03-15t210025.446.png,No question provided,,9.53
341,Laptop Lenovo LOQ 15IAX9 83GS001SVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",20990000,18990000,12GB,512GB SSD M.2 2242 PCIe,"Intel Core i5-12450HX (8C/ 12T, up to 4.40GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-03-15t210025.446.png,No question provided,,9.53
342,Laptop Lenovo LOQ 15IAX9 83GS001SVN,"Mới, đầy đủ phụ kiện từ nhà sản xuất",20990000,18990000,12GB,512GB SSD M.2 2242 PCIe,"Intel Core i5-12450HX (8C/ 12T, up to 4.40GHz, 12MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-03-15t210015.502.png,No question provided,No answer available,9.53
343,Laptop Lenovo LOQ 15IRX9 83DV00D5VN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",31990000,29690000,16GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Nâng cấp tối đa 1TB),"Intel Core i7-13650HX (14 nhân/ 20 luồng, upto 4.9GHz, 24MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-04-21t182852.331_2.png,Dạ Laptop Lenovo LOQ 15IRX9 83DV00D5VN Có cho trả góp không ạ,"Dạ máy có trả góp , LAPTOP LENOVO LOQ 15IRX9 83DV00D5VN I7-13650HX/16GB/512GB PCIE/VGA 6GB RTX4050/15.6 FHD 144HZ/WIN11/XÁM giá hiện tại 29.690.000đ ( HCM ) , bên em có chương trình trả góp 0% lãi suất qua công ty tài chính Homecredit , trả trước 8.907.000 , góp mỗi tháng dự kiến 3.579.000 trong 6 tháng
Mình ở khu vực tỉnh thành nào , em hỗ trợ đặt hàng ạ
Thân mến",7.19
344,Laptop Lenovo LOQ 15IRX9 83DV00D5VN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",31990000,29690000,16GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Nâng cấp tối đa 1TB),"Intel Core i7-13650HX (14 nhân/ 20 luồng, upto 4.9GHz, 24MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-04-21t182852.331_2.png,Mua máy ở cellphoneS thì nếu có cài lại win thì có tốn phí không ạ,,7.19
345,Laptop Lenovo LOQ 15IRX9 83DV00D5VN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",31990000,29690000,16GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Nâng cấp tối đa 1TB),"Intel Core i7-13650HX (14 nhân/ 20 luồng, upto 4.9GHz, 24MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-04-21t182852.331_2.png,No question provided,,7.19
346,Laptop Lenovo LOQ 15IRX9 83DV00D5VN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",31990000,29690000,16GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Nâng cấp tối đa 1TB),"Intel Core i7-13650HX (14 nhân/ 20 luồng, upto 4.9GHz, 24MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-04-21t182852.331_2.png,No question provided,,7.19
347,Laptop Lenovo LOQ 15IRX9 83DV00D5VN,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",31990000,29690000,16GB,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Nâng cấp tối đa 1TB),"Intel Core i7-13650HX (14 nhân/ 20 luồng, upto 4.9GHz, 24MB)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2024-04-21t182852.331_2.png,No question provided,,7.19
