name,description,price,special_price,RAM,Storage,Processor,Primary_Image,question,answer,discount_percentage
Laptop ASUS VivoBook 15 X1504VA-NJ069W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",12690000.0,10690000.0,8GB,512GB SSD M.2 NVMeCó thể tháo ra để nâng cấp,"Intel Core i3-1315U 1.2 GHz (10MB Cache, up to 4.5GHz, 6 nhân / 8 luồng)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2023-04-18t222413.706.png,No question provided,,15.76
Laptop ASUS VivoBook 15 X1504VA-NJ069W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",12690000.0,10690000.0,8GB,512GB SSD M.2 NVMeCó thể tháo ra để nâng cấp,"Intel Core i3-1315U 1.2 GHz (10MB Cache, up to 4.5GHz, 6 nhân / 8 luồng)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2023-04-18t222413.706.png,No question provided,,15.76
Laptop ASUS VivoBook 15 X1504VA-NJ069W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",12690000.0,10690000.0,8GB,512GB SSD M.2 NVMeCó thể tháo ra để nâng cấp,"Intel Core i3-1315U 1.2 GHz (10MB Cache, up to 4.5GHz, 6 nhân / 8 luồng)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2023-04-18t222413.706.png,No question provided,,15.76
Laptop ASUS VivoBook 15 X1504VA-NJ070W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",18490000.0,15390000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1335U (12MB Cache, 1.3 GHz up to 4.6 GHz, 10 lõi / 12 luồng)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2023-05-21t213537.549.png,"Máy này hiện có ở chi nhánh quang trung không, cho mình địa chỉ cụ thể của chi nhánh còn máy luôn nhé","Dạ Quang Trung HN hay HCM , em kiểm tra và hỗ trợ mình đặt hàng
LAPTOP ASUS VIVOBOOK 15 X1504VA-NJ070W I5-1335U/16GB/512GB PCIE/15.6 FHD/WIN11/XANH giá hiện tại 15.790.000đ ( HCM ) ạ
Thân mến",16.77
Laptop ASUS VivoBook 15 X1504VA-NJ070W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",18490000.0,15390000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1335U (12MB Cache, 1.3 GHz up to 4.6 GHz, 10 lõi / 12 luồng)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2023-05-21t213537.549.png,Này có phải màn oled không ạ?,"LAPTOP ASUS VIVOBOOK 15 X1504VA-NJ070W I5-1335U/16GB/512GB PCIE/15.6 FHD/WIN11/XANH giá khuyến mãi hiện tại là 15.790.000 (giá ở khu vực miền Nam)
Dạ không rồi ạ, sản phẩm sử dụng tấm nền là IPS anh nhé
Dạ không biết khi nào mình tiện đến cửa hàng bên em ạ , để em hỗ trợ mình giữ hàng tại cửa hàng 24h tránh tình trạng hết hàng ạ.
Xin thông tin đến Anh.

Cho xin giá sản phẩm cũ 8gb ạ
CellphoneS xin chào Anh Nguyễn Thiết Tâm
Dạ mình tham khảo LAPTOP ASUS VIVOBOOK 15 X1504ZA-NJ582W I3-1215U/8GB/512GB PCIE/15.6 FHD/WIN11/BẠC - ĐÃ KÍCH HOẠT giá giảm hiện tại ở miền nam là 8.890.000",16.77
Laptop ASUS VivoBook 15 X1504VA-NJ070W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",18490000.0,15390000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1335U (12MB Cache, 1.3 GHz up to 4.6 GHz, 10 lõi / 12 luồng)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2023-05-21t213537.549.png,No question provided,,16.77
Laptop ASUS VivoBook 15 X1504VA-NJ070W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",18490000.0,15390000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1335U (12MB Cache, 1.3 GHz up to 4.6 GHz, 10 lõi / 12 luồng)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2023-05-21t213537.549.png,No question provided,,16.77
Laptop ASUS VivoBook 15 X1504VA-NJ070W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",18490000.0,15390000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1335U (12MB Cache, 1.3 GHz up to 4.6 GHz, 10 lõi / 12 luồng)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2023-05-21t213537.549.png,No question provided,,16.77
Laptop ASUS Vivobook 15 X1504ZA-NJ1039W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",17990000.0,15990000.0,16GB,512GB M.2 NVMe PCIe 4.0 SSD,"Intel Core i7-1255U 1.7 GHz (12M Cache, up to 4.7 GHz, 10 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:0:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_48__3_17.png,No question provided,No answer available,11.12
Laptop ASUS Vivobook 15 X1504ZA-NJ517W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",16490000.0,13990000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_8__4_26.png,Mình muốn tìm laptop dưới 14tr để phục vụ việc học tập ạ,"Laptop ASUS Vivobook 15 X1504ZA-NJ517W bản I5-1235U/16GB/512GB PCIE/15.6 FHD/WIN11/BẠC giá hiện tại: 13.990.000đ (HCM) rất hợp với nhu cầu của mình ạ.
Để tránh hết hàng mình cho em xin số điện thoại và địa chỉ để em lên đơn giữ hàng trong 24h tại cửa hàng gần nhất cho mình nhé.Thông tin đến anh!",15.16
Laptop ASUS Vivobook 15 X1504ZA-NJ517W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",16490000.0,13990000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_8__4_26.png,Cho em hỏi là sản phẩm này còn khuyến mãi cho hssv không ạ?,"Dạ sản phẩm này bên em có ưu đãi S-student được giảm 3% tối đa 400,000đ ạ
LAPTOP ASUS VIVOBOOK 15 X1504ZA-NJ517W I5-1235U/16GB/512GB PCIE/15.6 FHD/WIN11/BẠC giá thời điểm hiện tại 14.290.000d ( tại HCM ) Gía sau giảm S-student còn: 13.890.000đ
Không biết mình đang ở khu vực tỉnh thành nào để em kiểm tra hàng hóa cho mình ạ?
Mong sớm nhận được phản hồi từ anh.

Em ở BMT ạ",15.16
Laptop ASUS Vivobook 15 X1504ZA-NJ517W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",16490000.0,13990000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_8__4_26.png,No question provided,,15.16
Laptop ASUS Vivobook 15 X1504ZA-NJ517W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",16490000.0,13990000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_8__4_26.png,No question provided,,15.16
Laptop ASUS Vivobook 15 X1504ZA-NJ517W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",16490000.0,13990000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_8__4_26.png,No question provided,,15.16
Laptop ASUS Vivobook 15 X1504ZA-NJ517W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",16490000.0,13990000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_8__4_26.png,Mình muốn tìm laptop dưới 14tr để phục vụ việc học tập ạ,"Laptop ASUS Vivobook 15 X1504ZA-NJ517W bản I5-1235U/16GB/512GB PCIE/15.6 FHD/WIN11/BẠC giá hiện tại: 13.990.000đ (HCM) rất hợp với nhu cầu của mình ạ.
Để tránh hết hàng mình cho em xin số điện thoại và địa chỉ để em lên đơn giữ hàng trong 24h tại cửa hàng gần nhất cho mình nhé.Thông tin đến anh!",15.16
Laptop ASUS Vivobook 15 X1504ZA-NJ517W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",16490000.0,13990000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_8__4_26.png,Cho em hỏi là sản phẩm này còn khuyến mãi cho hssv không ạ?,"Dạ sản phẩm này bên em có ưu đãi S-student được giảm 3% tối đa 400,000đ ạ
LAPTOP ASUS VIVOBOOK 15 X1504ZA-NJ517W I5-1235U/16GB/512GB PCIE/15.6 FHD/WIN11/BẠC giá thời điểm hiện tại 14.290.000d ( tại HCM ) Gía sau giảm S-student còn: 13.890.000đ
Không biết mình đang ở khu vực tỉnh thành nào để em kiểm tra hàng hóa cho mình ạ?
Mong sớm nhận được phản hồi từ anh.

Em ở BMT ạ",15.16
Laptop ASUS Vivobook 15 X1504ZA-NJ517W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",16490000.0,13990000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_8__4_26.png,No question provided,,15.16
Laptop ASUS Vivobook 15 X1504ZA-NJ517W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",16490000.0,13990000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_8__4_26.png,No question provided,,15.16
Laptop ASUS Vivobook 15 X1504ZA-NJ517W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",16490000.0,13990000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_8__4_26.png,No question provided,,15.16
Laptop ASUS Vivobook 15 X1504ZA-NJ517W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",16490000.0,13990000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_9__4_25.png,No question provided,No answer available,15.16
Laptop ASUS Vivobook 15 X1504ZA-NJ582W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",12990000.0,9990000.0,8GB,512GB M.2 NVMe PCIe 4.0 SSD,"Intel Core i3-1215U (1.2 GHz, 10M Cache, up to 4.4 GHz, 6 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_12__3_22.png,"Cho em hỏi máy này chi nhánh 347 Đ. Nguyễn Tri Phương, Phường 5, Quận 10, Hồ Chí Minh, Việt Nam có sẵn không ạ","Dạ LAPTOP ASUS VIVOBOOK 15 X1504ZA-NJ582W I3-1215U/8GB/512GB PCIE/15.6 FHD/WIN11/BẠC giá thời điểm hiện tại là 10.190.000đ, hiện chưa sẵn hàng tại 347 Nguyễn Tri Phương Quận 10, mình có thể tham khảo ghé cửa hàng 288 Đường 3/2, P. 12, Q. 10 giúp em được không ạ.

Bên em hiện đang có chương trình thu cũ và trợ giá lên đời (tuỳ dòng) đối với nhóm sản phẩm laptop, điện thoại,... chi tiết tại: https://cps.onl/thucu-doimoi ạ.

Không biết mình tiện ghé shop thời gian nào em lên đơn giữ sản phẩm và giá trong 24h cho mình qua SĐT ạ.

Xin thông tin đến anh ạ.",23.09
Laptop ASUS Vivobook 15 X1504ZA-NJ582W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",12990000.0,9990000.0,8GB,512GB M.2 NVMe PCIe 4.0 SSD,"Intel Core i3-1215U (1.2 GHz, 10M Cache, up to 4.4 GHz, 6 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_12__3_22.png,Dạ cho mình hỏi sp này shop có hỗ trợ win bản quyền và office chưa và có bút cảm ứng đối với sp này không ạ,"Dạ bên em chưa có Bút của sản phẩm và máy chưa gồm Office ạ

LAPTOP ASUS VIVOBOOK 15 X1504ZA-NJ582W I3-1215U/8GB/512GB PCIE/15.6 FHD/WIN11/BẠC Giá bán thời điểm hiện tại 10.190.000đ , máy đã có sẵn Windows 11 Home ạ",23.09
Laptop ASUS Vivobook 15 X1504ZA-NJ582W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",12990000.0,9990000.0,8GB,512GB M.2 NVMe PCIe 4.0 SSD,"Intel Core i3-1215U (1.2 GHz, 10M Cache, up to 4.4 GHz, 6 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_12__3_22.png,No question provided,,23.09
Laptop ASUS Vivobook 15 X1504ZA-NJ582W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",12990000.0,9990000.0,8GB,512GB M.2 NVMe PCIe 4.0 SSD,"Intel Core i3-1215U (1.2 GHz, 10M Cache, up to 4.4 GHz, 6 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_12__3_22.png,No question provided,,23.09
Laptop ASUS Vivobook 15 X1504ZA-NJ582W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",12990000.0,9990000.0,8GB,512GB M.2 NVMe PCIe 4.0 SSD,"Intel Core i3-1215U (1.2 GHz, 10M Cache, up to 4.4 GHz, 6 lõi)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_12__3_22.png,No question provided,,23.09
Laptop ASUS VivoBook Go 14 E1404FA-NK177W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",14490000.0,12390000.0,16GB,SSD 512GB M.2 NVMe PCIe 3.0,"AMD Ryzen 5 7520U (4MB cache, up to 4.3 GHz, 4 lõi/8 luồng)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2023-06-08t005150.492.png,"Xin chào đội ngũ cellphones, cho mình hỏi phần nhập email để nhận hoá đơn VAT thì khi mình mua hàng đã bao gồm VAT mà có hoá đơn VAT mà gửi vào email tức là đó là hoá đơn mình đã mua hàng bao gồm VAT hay là phải trả thêm tiền ạ","Dạ giá sản phẩm tại websites đã bao gồm VAT rồi ạ
LAPTOP ASUS VIVOBOOK GO 14 E1404FA-NK177W R5-7520U/16GB/512GB PCIE/14.0 FHD/WIN11/BẠC Giá bán thời điểm hiện tại 12.390.000đ . Giá khu vực miền Nam ạ
Xin thông tin đến anh",14.49
Laptop ASUS VivoBook Go 14 E1404FA-NK177W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",14490000.0,12390000.0,16GB,SSD 512GB M.2 NVMe PCIe 3.0,"AMD Ryzen 5 7520U (4MB cache, up to 4.3 GHz, 4 lõi/8 luồng)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2023-06-08t005150.492.png,so sánh giúp em R5 7520U với I5 12450 với ạ,"Dạ AMD Ryzen 5 7520U: 4 lõi/8 luồng, tốc độ tối đa 4.3 GHz.
Intel Core i5-12450H: 8 lõi/12 luồng, tốc độ tối đa 4.4 GHz.
Intel Core i5-12450H có nhiều lõi và luồng hơn, thường sẽ mạnh hơn trong các tác vụ đa nhiệm và xử lý nặng. Tuy nhiên, Ryzen 5 7520U có thể tiết kiệm năng lượng hơn, phù hợp cho các tác vụ văn phòng và giải trí cơ bản.

Dạ sản phẩm LAPTOP ASUS VIVOBOOK GO 14 E1404FA-NK177W R5-7520U/16GB/512GB PCIE/14.0 FHD/WIN11/BẠC - Giá thời điểm hiện tại 12.390.000đ. Khu vực miền Nam.
Không biết hiện tại mình đang ở quận nào của HCM/HN hay tỉnh thành nào để em kiểm tra cửa hàng gần mình nhất có sẵn sản phẩm ạ.

Thông tin đến Anh.",14.49
Laptop ASUS VivoBook Go 14 E1404FA-NK177W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",14490000.0,12390000.0,16GB,SSD 512GB M.2 NVMe PCIe 3.0,"AMD Ryzen 5 7520U (4MB cache, up to 4.3 GHz, 4 lõi/8 luồng)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2023-06-08t005150.492.png,Cho e hỏi Microsoft Office khi mua kèm máy có thời hạn bao lâu ạ,LAPTOP ASUS VIVOBOOK GO 14 E1404FA-NK177W R5-7520U/16GB/512GB PCIE/14.0 FHD/WIN11/BẠC giá khuyến mãi hiện tại là 12.390.000 (giá ở khu vực miền Nam),14.49
Laptop ASUS VivoBook Go 14 E1404FA-NK177W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",14490000.0,12390000.0,16GB,SSD 512GB M.2 NVMe PCIe 3.0,"AMD Ryzen 5 7520U (4MB cache, up to 4.3 GHz, 4 lõi/8 luồng)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2023-06-08t005150.492.png,No question provided,,14.49
Laptop ASUS VivoBook Go 14 E1404FA-NK177W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",14490000.0,12390000.0,16GB,SSD 512GB M.2 NVMe PCIe 3.0,"AMD Ryzen 5 7520U (4MB cache, up to 4.3 GHz, 4 lõi/8 luồng)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_-_2023-06-08t005150.492.png,No question provided,,14.49
Laptop ASUS Vivobook GO 15 E1504FA-NJ454W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",14490000.0,12390000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"AMD Ryzen 5 7520U (4 lõi / 8 luồng, 4MB cache, up to 4.3 GHz max boost)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_4__4_16.png,Máy Asus vivobook go 15 ở quận hà đông còn hàng không ạ,"Dạ LAPTOP ASUS VIVOBOOK GO 15 E1504FA-NJ454W R5-7520U/16GB/512GB PCIE/15.6 FHD/WIN11/BẠC giá thời điểm hiện tại 12.390.000d
sản phẩm có tại cửa hàng CellphoneS 267 Quang Trung, Hà Đông, Hà Nội ạ
Tránh trường hợp hết hàng em giữ hàng cho mình qua SDT này trong 24h được không ạ?
Mong sớm nhận được phản hồi từ chị.",14.49
Laptop ASUS Vivobook GO 15 E1504FA-NJ454W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",14490000.0,12390000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"AMD Ryzen 5 7520U (4 lõi / 8 luồng, 4MB cache, up to 4.3 GHz max boost)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_4__4_16.png,Màng hình máy nó hơi chá chá màng hình nó vậy luôn hay có chỉnh lại được không ạ,"Dạ em xin phép báo kỹ thuật kiểm tra và gọi lại số điện thoại *****640 hỗ trợ mình trong 60 phút ạ
Thân Mến.",14.49
Laptop ASUS Vivobook GO 15 E1504FA-NJ454W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",14490000.0,12390000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"AMD Ryzen 5 7520U (4 lõi / 8 luồng, 4MB cache, up to 4.3 GHz max boost)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_4__4_16.png,No question provided,,14.49
Laptop ASUS Vivobook GO 15 E1504FA-NJ454W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",14490000.0,12390000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"AMD Ryzen 5 7520U (4 lõi / 8 luồng, 4MB cache, up to 4.3 GHz max boost)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_4__4_16.png,No question provided,,14.49
Laptop ASUS Vivobook GO 15 E1504FA-NJ454W,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",14490000.0,12390000.0,16GB,512GB M.2 NVMe PCIe 3.0 SSD,"AMD Ryzen 5 7520U (4 lõi / 8 luồng, 4MB cache, up to 4.3 GHz max boost)",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_4__4_16.png,No question provided,,14.49
Laptop Gaming Acer Nitro 5 AN515-58-5193,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",23990000.0,19990000.0,16GB,512GB SSD M.2 NVMe / 2 x M.2 NVMe,"Intel Core i5-12450H (2.0 GHz - 4.4 GHz, 18MB, 8 lõi / 12 luồng )",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_24__1_12.png,Sinh viên mua thì được giảm giá bao nhiêu ạ,"Sản phẩm LAPTOP GAMING ACER NITRO 5 AN515-58-5193 NH.QLZSV.004 I5-12450H/16GB/512GB PCIE/VGA 6GB RTX4050/15.6 FHD 144HZ/WIN11/ĐEN hiện đang có giá tại khu vực miền Nam là 19.990.000đ
Dạ mình được 3% tối đa 400.000đ và được tặng thêm balo trị giá 600.000đ ạ khi mình có hạng thành viên S-Student ạ
Dạ không biết mình đã có hạng thành viên S-Student chưa ạ


Thân mến",16.67
Laptop Gaming Acer Nitro 5 AN515-58-5193,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",23990000.0,19990000.0,16GB,512GB SSD M.2 NVMe / 2 x M.2 NVMe,"Intel Core i5-12450H (2.0 GHz - 4.4 GHz, 18MB, 8 lõi / 12 luồng )",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_24__1_12.png,"i7 rtx 3050 và i5 rtx 4050 thì nên chọn nào ạ, e là sv kỹ thuật","Dạ với sinh viên ngành kỹ thuật, mình có thể cân nhắc chọn mã có RTX 4050 và i5 . Khả năng đồ họa mạnh: Đáp ứng tốt các phần mềm kỹ thuật, đặc biệt là các phần mềm dựng hình và mô phỏng 3D.
CPU thế hệ mới: Hiệu năng của i5 thế hệ mới đủ mạnh cho các tác vụ đa nhiệm và lập trình

LAPTOP GAMING ACER NITRO 5 AN515-58-5193 NH.QLZSV.004 I5-12450H/16GB/512GB PCIE/VGA 6GB RTX4050/15.6 FHD 144HZ/WIN11/ĐEN dạ giá thời điểm hiện tại ở miền nam 19.990.000đ
Dạ mình hiện ở khu vực Tỉnh, Thành, Quận nào vậy ạ?

Mong sớm nhận phản hồi từ chị",16.67
Laptop Gaming Acer Nitro 5 AN515-58-5193,"Nguyên hộp, đầy đủ phụ kiện từ nhà sản suất
Bảo hành pin 12 tháng",23990000.0,19990000.0,16GB,512GB SSD M.2 NVMe / 2 x M.2 NVMe,"Intel Core i5-12450H (2.0 GHz - 4.4 GHz, 18MB, 8 lõi / 12 luồng )",https://cdn2.cellphones.com.vn/insecure/rs:fill:58:58/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_24__1_12.png,No question provided,,16.67
